NAME_2,NAME_3,avg_rainfall,max_rainfall,avg_temperature,elevation,landcover_class,ndvi,slope,soil_moisture,year,month,banjir,lat,long
jakarta utara,kelapagading,6.329,11.089,35.81,5.514,Built-up,0.261,0.062,34.586,2024,8,0,-6.161,106.9037
Aceh Selatan,samadua,75.975,111.465,26.66,534.657,Unknown,0.72,8.676,31.657,2024,5,1,3.3469,97.1932
Barito Utara,tewehtimur,38.663,62.922,29.03,109.823,Unknown,0.847,0.819,37.679,2020,2,1,-1.0208,115.3625
Temanggung,bulu,98.702,141.977,26.41,1073.919,Unknown,0.507,7.037,31.142,2020,3,1,-7.317,110.1084
kota bekasi,rawalumbu,41.318,73.628,36.45,27.96,Built-up,0.246,0.131,39.888,2022,2,0,-6.2812,106.9942
kota bekasi,bekasibarat,17.894,34.918,41.34,17.765,Built-up,0.257,0.161,35.142,2020,9,0,-6.2336,106.9628
Sikka,waigete,25.495,76.645,25.48,394.433,Tree Cover,0.835,7.747,33.156,2023,4,1,-8.6395,122.4492
Ketapang,muarapawan,72.959,143.958,26.75,15.352,Unknown,0.715,0.186,33.176,2023,12,1,-1.7307,110.1045
depok,cimanggis,41.069,80.069,36.75,74.634,Built-up,0.409,0.278,41.151,2024,3,0,-6.3677,106.8694
bekasi,tambunutara,20.34,57.593,34.11,8.214,Built-up,0.454,0.091,35.215,2022,7,0,-6.1927,107.0611
kota tangerang,larangan,31.915,58.2,39.02,21.351,Built-up,0.275,0.155,37.902,2020,5,0,-6.2392,106.733
Berau,telukbayur,34.749,59.568,29.1,51.096,Tree Cover,0.687,0.807,38.485,2020,12,1,2.0244,117.2917
bogor,ciomas,31.941,56.528,31.92,268.719,Built-up,0.519,1.946,37.152,2024,5,0,-6.6095,106.762
bogor,ciawi,63.005,98.371,27.35,925.94,Tree cover,0.661,6.501,37.927,2023,4,0,-6.7091,106.8937
bogor,parung,30.731,55.88,32.38,104.116,Tree cover,0.608,0.338,37.024,2021,8,0,-6.4349,106.7128
Pasaman Barat,kinali,58.412,106.398,30.34,106.505,Tree Cover,0.822,1.69,33.488,2020,1,1,-0.067,99.8918
kota bogor,bogortimur,31.016,48.357,32.34,322.856,Built-up,0.528,1.429,37.126,2024,5,0,-6.6207,106.8264
kota bekasi,bekasibarat,46.557,87.767,38.87,17.765,Built-up,0.28,0.161,37.45,2022,1,0,-6.2336,106.9628
jakarta timur,ciracas,82.932,144.449,39.24,53.48,Built-up,0.288,0.263,41.387,2021,11,1,-6.3339,106.8784
bogor,gunungputri,33.091,44.145,35.6,81.462,Built-up,0.516,0.389,41.041,2021,3,0,-6.4052,106.9313
jakarta selatan,jagakarsa,77.282,120.694,36.65,57.304,Built-up,0.216,0.27,41.613,2021,2,1,-6.334,106.8224
Aceh Tamiang,tenggulun,80.49,130.051,23.55,448.694,Unknown,0.371,5.699,38.96,2022,12,1,4.0212,97.9403
bekasi,cikarangbarat,35.062,95.133,38.45,29.644,Built-up,0.343,0.174,33.056,2022,9,0,-6.2973,107.0941
Nagan Raya,darulmakmur,68.061,96.195,26.83,134.831,Tree Cover,0.442,2.249,36.216,2022,10,1,3.9663,96.5488
kota bogor,bogorutara,55.085,88.278,37.54,209.387,Built-up,0.503,0.831,39.292,2020,3,0,-6.5708,106.8196
Ciamis,pamarican,97.332,140.274,29.61,164.336,Tree Cover,0.672,2.971,36.637,2021,11,1,-7.456,108.5144
Kapuas Hulu,putussibauutara,86.431,134.373,25.17,403.067,Unknown,0.754,4.378,36.236,2023,12,1,1.1271,113.1049
Karawang,karawangbarat,27.862,39.085,30.59,11.181,Unknown,0.434,0.08,41.185,2021,3,1,-6.273,107.296
tangerang,kresek,31.12,64.514,30.21,11.706,Cropland,0.385,0.093,37.573,2020,11,0,-6.1444,106.4044
bekasi,cabangbungin,13.999,35.431,29.82,3.757,Cropland,0.648,0.053,35.218,2023,5,0,-6.0781,107.1363
bogor,cigombong,54.99,105.117,21.91,688.475,Tree cover,0.495,4.624,38.427,2021,1,0,-6.7461,106.8128
Kapuas,mandautalawang,48.295,107.434,26.52,185.06,Unknown,0.718,2.107,38.216,2021,5,1,-0.6541,113.9681
kota bekasi,bekasiutara,36.528,96.101,38.54,13.259,Built-up,0.215,0.12,37.574,2023,1,1,-6.2074,107.0064
depok,pancoranmas,77.016,130.324,38.49,89.403,Built-up,0.357,0.285,40.853,2022,10,0,-6.3984,106.7998
bogor,rancabungur,72.814,136.755,27.3,144.929,Tree cover,0.464,0.575,38.508,2021,1,0,-6.5217,106.7137
Kota Gorontalo,kotatengah,24.001,44.84,39.45,15.736,Unknown,0.372,0.243,29.466,2023,11,1,0.5627,123.0551
jakarta pusat,joharbaru,30.756,58.593,40.05,8.969,Built-up,0.209,0.076,37.852,2020,5,0,-6.1821,106.8546
tangerang,mekarbaru,1.538,3.739,38.09,4.93,Cropland,0.279,0.066,26.09,2023,10,0,-6.062,106.3871
jakarta timur,makasar,40.172,91.206,38.09,25.658,Built-up,0.393,0.16,39.885,2020,11,0,-6.2663,106.8911
Karawang,jatisari,76.935,119.727,27.99111111111111,25.523,Unknown,0.359,0.125,39.995,2021,2,1,-6.3558,107.5221
Lampung Selatan,sragi,33.423,54.157,28.59,12.602,Tree Cover,0.468,0.228,41.35,2024,2,1,-5.6426,105.754
Rokan Hulu,tambusai,69.331,138.233,28.13,71.757,Unknown,0.791,0.361,32.544,2024,11,1,1.0991,100.2624
Bima,bolo,69.205,103.623,26.89,70.277,Unknown,0.468,2.006,34.547,2023,2,1,-8.504,118.6272
Halmahera Tengah,weda,23.233,55.2,26.45,110.627,Tree Cover,0.716,2.639,26.913,2023,9,1,0.3418,127.8458
Kotawaringin Barat,kumai,44.367,62.902,28.34,18.436,Unknown,0.545,0.201,26.377,2024,11,1,-2.9352,111.837
Nias Barat,mandrehe,82.573,125.915,30.21,121.09,Tree Cover,0.623,2.515,36.401,2022,11,1,1.0518,97.5072
bekasi,karangbahagia,7.732,21.17,32.41,10.334,Cropland,0.494,0.08,34.366,2024,5,0,-6.2172,107.197
jakarta selatan,pancoran,34.868,79.681,41.24,25.372,Built-up,0.272,0.19,39.503,2020,11,0,-6.2553,106.8436
bekasi,sukatani,18.857,36.194,31.53,9.292,Cropland,0.465,0.08,36.593,2022,6,0,-6.1918,107.1559
Karawang,purwasari,52.069,73.233,28.11875,29.637,Unknown,0.366,0.291,39.364,2020,1,1,-6.3695,107.4095
Sumedang,sumedangselatan,76.024,179.03,25.2,838.604,Tree Cover,0.756,6.256,32.903,2022,4,1,-6.9018,107.9214
Bandung Barat,ngamprah,46.839,64.999,31.77,810.419,Unknown,0.635,3.476,35.492,2020,3,1,-6.8368,107.5114
Bolaang Mongondow Selatan,pinolosiantengah,24.986,85.085,24.24,414.856,Unknown,0.434,6.341,36.05,2023,7,1,0.4723,124.249
jakarta pusat,tanahabang,8.54,23.716,38.59,12.45,Built-up,0.276,0.13,36.955,2024,10,0,-6.2054,106.8094
bogor,jonggol,49.099,97.389,31.56,186.743,Tree cover,0.692,2.153,37.447,2020,5,0,-6.4961,107.0456
Ogan Komering Ulu,muarajaya,35.156,74.19,26.19,570.805,Tree Cover,0.786,4.312,31.549,2024,5,1,-4.1493,103.8573
bogor,tenjolaya,23.628,59.236,27.44,736.012,Tree cover,0.613,6.928,36.268,2020,6,0,-6.6537,106.708
Pidie Jaya,trienggadeng,96.023,219.0,27.59,93.269,Unknown,0.701,2.421,37.115,2023,1,1,5.2194,96.1717
Deli Serdang,tanjungmorawa,24.098,42.614,29.14,26.548,Unknown,0.469,0.255,36.312,2023,1,1,3.5319,98.8065
Kota Serang,kasemen,67.104,108.486,27.26,7.1,Unknown,0.503,0.113,39.324,2021,2,1,-6.0585,106.1851
bogor,rancabungur,136.165,235.899,34.12,144.929,Tree cover,0.609,0.575,38.929,2022,11,0,-6.5217,106.7137
kota tangerang,tangerang,54.733,72.259,37.62,17.193,Built-up,0.298,0.112,38.383,2024,11,0,-6.1888,106.6406
kota bogor,bogortimur,76.187,115.009,34.17,322.856,Built-up,0.544,1.429,37.188,2021,5,0,-6.6207,106.8264
tangerang,kelapadua,29.647,58.907,38.3,27.206,Built-up,0.439,0.146,38.201,2023,4,0,-6.2426,106.6094
Kudus,undaan,66.023,165.269,30.46,8.61,Cropland,0.678,0.114,37.983,2022,12,1,-6.9069,110.8267
Banyumas,kemranjen,76.731,119.116,27.65,84.863,Tree Cover,0.372,2.079,33.698,2024,12,1,-7.5908,109.3083
jakarta barat,kalideres,35.951,91.348,39.61,5.258,Built-up,0.196,0.071,37.087,2023,1,1,-6.1346,106.7039
Cilacap,wanareja,65.446,155.138,28.62,232.928,Unknown,0.719,3.055,38.521,2022,4,1,-7.306,108.6814
tangerang,sindangjaya,35.328,80.392,33.73,17.038,Tree cover,0.448,0.132,38.555,2021,12,0,-6.1689,106.4989
jakarta utara,tanjungpriok,27.17,68.489,39.75,4.06,Built-up,0.187,0.101,38.527,2021,12,0,-6.1319,106.875
tangerang,pasarkemis,21.794,42.438,37.78,14.061,Built-up,0.416,0.127,37.294,2023,4,0,-6.1589,106.5525
bogor,jasinga,36.734,51.953,30.33,163.412,Tree cover,0.764,1.993,38.387,2021,3,0,-6.4806,106.4559
jakarta timur,kramatjati,38.983,65.274,38.42,30.295,Built-up,0.261,0.152,40.715,2020,4,1,-6.2763,106.8654
Karawang,telukjambebarat,40.131,56.048,31.01,42.015,Unknown,0.491,0.526,40.334,2024,2,1,-6.3574,107.2456
depok,cipayung,11.081,14.386,35.96,106.638,Built-up,0.387,0.3,34.05,2023,8,0,-6.4297,106.8028
depok,cilodong,69.862,194.488,38.34,106.017,Built-up,0.373,0.295,39.61,2022,9,0,-6.4303,106.8379
Aceh Besar,peukanbada,27.649,75.893,29.35,71.268,Unknown,0.691,3.681,35.414750000000005,2021,7,1,5.5408,95.2417
jakarta utara,kelapagading,20.359,47.665,41.21,5.514,Built-up,0.233,0.062,37.655,2020,11,0,-6.161,106.9037
Halmahera Tengah,wedaselatan,58.289,69.019,25.06,107.779,Unknown,0.814,2.257,29.391,2024,8,1,0.2036,127.8589
Kepulauan Talaud,moronge,60.371,100.446,23.46,20.376,Tree Cover,0.597,1.034,29.0486881572931,2024,12,1,3.9027,126.7088
Muara Enim,gunungmegang,39.61,55.101,29.72,50.172,Unknown,0.502,0.342,37.56,2020,2,1,-3.5183,103.8991
Bolaang Mongondow,dumogatimur,19.459,26.506,26.05,459.29,Tree Cover,0.734,5.855,37.379,2022,8,1,0.6495,124.1061
Murung Raya,sumberbarito,61.903,110.282,27.2,296.169,Tree Cover,0.815,3.227,39.097,2020,4,1,-0.4046,114.1564
jakarta barat,cengkareng,16.933,42.879,36.3,5.286,Built-up,0.259,0.059,36.714,2021,6,0,-6.1515,106.7369
Kota Pekalongan,pekalonganbarat,72.761,102.127,28.29,7.589,Unknown,0.358,0.082,38.301,2023,1,1,-6.8965,109.6602
Bantul,imogiri,50.147,114.619,28.005000000000003,106.754,Unknown,0.396,3.193,29.404,2022,10,1,-7.9387,110.3972
depok,bojongsari,45.088,85.696,36.16,87.016,Built-up,0.462,0.265,41.825,2021,12,0,-6.3943,106.7378
jakarta pusat,kemayoran,33.881,55.015,39.51,6.168,Built-up,0.217,0.103,37.853,2022,10,0,-6.1627,106.8558
Kotawaringin Timur,cempaga,46.347,60.821,27.91,18.025,Unknown,0.76,0.178,33.69,2024,2,1,-2.2518,113.0228
depok,sawangan,46.222,86.704,37.38,91.287,Tree cover,0.522,0.296,40.708,2023,4,0,-6.4067,106.7641
Hulu Sungai Tengah,batubenawa,66.468,98.336,27.38,47.701,Tree Cover,0.677,0.841,31.656,2024,12,1,-2.6172,115.4369
tangerang selatan,pamulang,2.663,3.3,38.18,59.039,Built-up,0.347,0.233,24.567,2023,9,0,-6.3395,106.7391
Bima,lambitu,46.836,74.84,26.66,508.009,Tree Cover,0.802,8.082,27.464,2023,3,1,-8.5719,118.7877
Kuningan,kadugede,53.084,93.686,26.84,623.488,Unknown,0.751,3.945,38.871,2024,3,1,-7.0081,108.4522
bekasi,cikarangutara,10.845,19.533,35.51,17.902,Built-up,0.442,0.13,33.881,2020,6,0,-6.2754,107.1556
Kudus,undaan,65.446,94.148,26.42,8.61,Cropland,0.252,0.114,39.149,2023,2,1,-6.9069,110.8267
tangerang,cisoka,44.839,71.449,32.29,26.713,Tree cover,0.607,0.26,38.153,2020,4,0,-6.2598,106.4167
depok,cilodong,60.724,108.975,36.48,106.017,Built-up,0.258,0.295,40.839,2021,1,0,-6.4303,106.8379
kota bogor,bogorbarat,23.729,54.526,33.31,207.937,Built-up,0.472,0.658,36.072,2020,6,0,-6.5732,106.7655
bogor,cigudeg,20.782,40.421,28.08,309.2,Tree cover,0.79,3.666,37.594,2020,6,0,-6.4937,106.5461
Hulu Sungai Tengah,barabai,22.267,34.571,32.96,18.677,Tree Cover,0.626,0.091,29.831,2021,4,1,-2.5795,115.3881
bogor,citeureup,56.411,82.766,34.15,229.087,Tree cover,0.645,2.772,39.874,2020,3,0,-6.525,106.8924
jakarta barat,kebonjeruk,19.59,40.474,41.81,10.059,Built-up,0.192,0.118,38.384,2021,11,0,-6.1895,106.7691
jakarta utara,tanjungpriok,10.33,20.871,36.16,4.06,Built-up,0.217,0.101,35.698,2021,8,0,-6.1319,106.875
tangerang,jayanti,39.575,71.445,32.31,18.626,Tree cover,0.478,0.144,38.126,2020,5,0,-6.2068,106.3983
jakarta utara,tanjungpriok,24.863,45.364,37.68,4.06,Built-up,0.194,0.101,37.29,2022,3,0,-6.1319,106.875
bogor,rancabungur,88.743,146.521,25.97,144.929,Tree cover,0.43,0.575,39.647,2021,2,0,-6.5217,106.7137
bogor,tanjungsari,61.97,95.302,29.7,362.528,Tree cover,0.539,5.549,38.833,2020,12,0,-6.6115,107.1406
jakarta selatan,kebayoranlama,13.42,26.685,36.77,25.395,Built-up,0.358,0.143,37.066,2021,8,0,-6.2495,106.7801
depok,beji,59.79,105.384,36.48,78.676,Built-up,0.241,0.279,40.839,2021,1,0,-6.3731,106.819
bogor,jonggol,45.733,80.402,29.14,186.743,Tree cover,0.552,2.153,38.296,2022,2,0,-6.4961,107.0456
jakarta barat,kebonjeruk,7.956,13.878,35.89,10.059,Built-up,0.262,0.118,34.586,2024,8,0,-6.1895,106.7691
bekasi,pebayuran,77.173,155.427,28.8,7.055,Cropland,0.204,0.061,39.231,2020,2,1,-6.1593,107.2485
Konawe Selatan,kolono,46.803,95.239,25.54,173.083,Unknown,0.803,3.264,32.527,2024,5,1,-4.3343,122.724
tangerang,rajeg,40.3,66.257,37.36,8.659,Cropland,0.433,0.105,37.682,2022,10,0,-6.1163,106.5103
Aceh Tenggara,bambel,45.95,67.505,26.51,848.137,Unknown,0.629,11.361,38.928,2023,8,1,3.439,97.9022
Cianjur,cilaku,44.756,105.784,29.83,419.165,Unknown,0.612,1.035,37.86,2023,3,1,-6.8686,107.1512
Banjar,astambul,59.681,118.554,31.77,20.368,Unknown,0.617,0.336,31.003,2020,1,1,-3.3192,114.9274
jakarta selatan,setiabudi,40.727,103.18,38.5,17.99,Built-up,0.265,0.133,37.33,2023,1,0,-6.2196,106.83
Merangin,tiangpumpung,52.308,94.342,24.8,231.899,Tree Cover,0.577,2.321,38.771,2024,1,1,-2.3063,102.2431
tangerang,sukamulya,12.425,36.986,34.35,14.287,Cropland,0.458,0.136,35.968,2024,10,0,-6.1604,106.4362
Kepulauan Anambas,siantan,54.054,123.716,23.55,185.43,Unknown,0.306,5.258,24.13314814814815,2021,1,1,3.2058,106.2376
kota tangerang,neglasari,12.521,34.182,33.35,11.542,Built-up,0.447,0.072,34.958,2023,7,0,-6.1429,106.6302
jakarta barat,cengkareng,40.14,54.309,37.18,5.286,Built-up,0.262,0.059,38.718,2024,4,0,-6.1515,106.7369
tangerang,cisoka,18.435,34.177,31.27,26.713,Tree cover,0.649,0.26,34.862,2021,7,0,-6.2598,106.4167
Cirebon,arjawinangun,14.018,48.768,30.37,11.545,Unknown,0.49,0.147,31.61,2024,7,1,-6.6416,108.4084
Tabanan,kediri,16.983,36.965,27.81,73.158,Tree Cover,0.432,0.658,23.786,2022,9,1,-8.5819,115.1232
Bima,soromandi,28.506,79.707,29.74,319.648,Tree Cover,0.608,5.379,32.928,2023,1,1,-8.3439,118.5892
Sumbawa Barat,taliwang,44.519,88.45,28.36,105.879,Unknown,0.692,3.813,29.141,2022,12,1,-8.7382,116.8377
jakarta selatan,cilandak,29.279,58.047,38.73,37.329,Built-up,0.382,0.193,36.146,2020,9,0,-6.2927,106.7933
tangerang,panongan,21.613,74.835,31.82,36.953,Tree cover,0.577,0.192,38.05,2023,6,0,-6.2789,106.5262
jakarta selatan,tebet,28.336,52.783,40.04,17.948,Built-up,0.191,0.137,37.58,2020,12,0,-6.2289,106.8509
bekasi,cikarangtimur,40.453,57.145,32.49,15.164,Cropland,0.607,0.085,38.258,2024,4,0,-6.2885,107.209
tangerang,kronjo,6.849,21.844,36.05,4.048,Cropland,0.331,0.069,35.968,2024,10,0,-6.0703,106.4282
Lamongan,sukodadi,74.6,97.859,31.32,8.43,Unknown,0.456,0.072,42.752,2021,1,1,-7.1147,112.3369
bekasi,bojongmangu,48.467,80.115,29.28,48.869,Tree cover,0.657,0.584,38.493,2024,1,0,-6.4389,107.1778
kota tangerang,tangerang,12.663,24.462,36.38,17.193,Built-up,0.379,0.112,35.414,2021,7,0,-6.1888,106.6406
Balangan,paringinselatan,53.046,72.701,29.82,39.9,Unknown,0.733,0.343,33.351,2023,3,1,-2.3491,115.5057
Aceh Selatan,trumon,73.776,109.227,26.14,46.794,Unknown,0.621,0.53,35.931,2023,11,1,2.6548,97.7086
Penajam Paser Utara,penajam,62.356,98.717,25.64,92.385,Unknown,0.574,1.213,34.246,2022,8,1,-1.1772,116.591
Dompu,pekat,99.653,215.743,28.26,468.096,Unknown,0.576,4.789,29.383,2024,12,1,-8.3211,117.9155
jakarta barat,kebonjeruk,17.646,34.678,39.78,10.059,Built-up,0.262,0.118,37.438,2023,4,0,-6.1895,106.7691
tangerang,kemiri,17.564,64.97,30.81,5.064,Cropland,0.497,0.09,30.314,2020,8,0,-6.0878,106.4638
bogor,cigombong,81.925,141.483,29.97,688.475,Tree cover,0.563,4.624,38.104,2020,11,0,-6.7461,106.8128
Jember,patrang,68.777,114.777,30.54,181.003,Unknown,0.727,1.885,37.516,2022,1,1,-8.1354,113.6998
Luwu,bua,56.592,83.943,27.82,337.897,Unknown,0.692,6.31,36.381,2021,7,1,-3.1186,120.2029
Badung,mengwi,17.366,36.502,28.21,126.507,Tree Cover,0.432,0.702,23.365,2022,9,1,-8.5633,115.1703
Luwu,walenrangutara,67.061,102.542,25.25,518.316,Tree Cover,0.722,7.283,35.41,2024,12,1,-2.7577,120.0946
Nias Utara,lotu,94.822,147.168,28.12,77.914,Unknown,0.582,1.763,39.066,2022,11,1,1.4213,97.3627
tangerang,kosambi,40.824,67.837,35.78,3.034,Built-up,0.334,0.058,38.74,2024,4,0,-6.0809,106.685
bekasi,cikarangselatan,37.25,60.525,37.29,41.443,Built-up,0.399,0.306,37.948,2020,4,0,-6.3385,107.1279
tangerang selatan,setu,27.892,63.356,32.72,54.164,Tree cover,0.581,0.359,39.713,2021,6,0,-6.3637,107.0373
Bima,langgudu,56.029,108.938,27.16,230.083,Unknown,0.774,5.97,27.541,2024,3,1,-8.7399,118.8368
depok,sukmajaya,41.516,71.374,37.35,88.001,Built-up,0.405,0.34,40.983,2023,3,0,-6.3973,106.8436
kota bogor,bogortengah,40.44,85.144,32.57,250.378,Built-up,0.432,0.88,35.963,2024,6,0,-6.5932,106.7986
Kapuas,pasaktalawang,65.048,104.894,28.29,92.944,Unknown,0.733,0.762,27.917,2024,10,1,-1.0583,114.1795
tangerang,rajeg,2.564,7.98,36.64,8.659,Cropland,0.367,0.105,29.249,2023,10,0,-6.1163,106.5103
Pekalongan,wiradesa,130.027,179.42,31.5,8.51,Unknown,0.611,0.084,39.672,2021,2,1,-6.9062,109.6127
Aceh Tenggara,lawebulan,51.843,115.91,27.32,908.68,Tree Cover,0.692,10.486,38.398,2021,8,1,3.5012,97.8707
tangerang,cisauk,41.381,67.937,31.02,51.37,Tree cover,0.636,0.313,40.363,2022,3,0,-6.3391,106.6302
tangerang,sukadiri,49.136,99.39,35.75,4.864,Cropland,0.506,0.063,38.259,2021,11,0,-6.0699,106.559
tangerang,panongan,56.37,143.584,36.21,36.953,Tree cover,0.517,0.192,38.182,2021,10,0,-6.2789,106.5262
bogor,cileungsi,13.373,25.453,33.26,69.866,Tree cover,0.593,0.251,36.914,2020,6,0,-6.4094,106.9962
Ponorogo,sukorejo,30.875,60.313,24.98,106.663,Unknown,0.661,0.321,34.13,2022,10,1,-7.8254,111.4227
jakarta selatan,kebayoranlama,64.228,131.654,37.34,25.395,Built-up,0.15,0.143,39.642,2023,2,0,-6.2495,106.7801
Sukabumi,pabuaran,85.227,168.327,27.38,504.043,Unknown,0.587,3.033,38.937,2024,12,1,-7.1925,106.7872
Ogan Ilir,payaraman,54.296,96.386,27.27,29.598,Tree Cover,0.6,0.173,38.998,2024,2,1,-3.4351,104.5237
tangerang,pagedangan,3.057,3.83,37.0,39.721,Tree cover,0.364,0.198,22.019,2023,9,0,-6.2973,106.6175
Grobogan,grobogan,80.672,146.708,28.21,116.136,Unknown,0.575,1.942,41.116,2021,1,1,-7.0143,110.9568
Langkat,hinai,49.161,110.786,29.87,8.112,Unknown,0.193,0.091,34.555,2024,11,1,3.833,98.4285
Mamuju,tapalang,97.862,140.868,26.14,526.36,Tree Cover,0.891,6.41,37.036,2022,5,1,-2.8554,118.9436
jakarta selatan,pasarminggu,38.439,80.111,38.24,35.89,Built-up,0.405,0.23,41.007,2020,5,1,-6.2908,106.8293
Katingan,katinganhilir,47.609,60.784,27.66,36.734,Tree Cover,0.6,0.208,17.209,2022,9,1,-1.8916,113.3843
bogor,tenjo,27.534,90.693,29.0,60.385,Tree cover,0.734,0.368,36.222,2023,6,0,-6.3723,106.4794
kota tangerang,batuceper,19.673,37.349,39.67,10.341,Built-up,0.312,0.068,37.294,2023,4,0,-6.1618,106.6703
Sumbawa,utan,92.795,167.184,28.15,161.882,Unknown,0.458,3.266,38.873,2023,2,1,-8.4379,117.1414
Brebes,brebes,37.963,74.523,30.48,4.051,Unknown,0.34,0.067,37.79,2022,11,1,-6.8443,109.0525
Jepara,kedung,67.64,179.071,29.43,10.352,Unknown,0.474,0.279,41.317,2024,3,1,-6.6817,110.6547
jakarta selatan,jagakarsa,22.543,78.685,35.3,57.304,Built-up,0.421,0.27,39.052,2023,6,0,-6.334,106.8224
Kota Semarang,semarangutara,17.559,21.42,35.0,4.72,Unknown,0.268,0.118,39.586,2021,5,1,-6.9582,110.4173
bogor,cigudeg,51.735,91.133,29.49,309.2,Tree cover,0.546,3.666,39.207,2020,12,0,-6.4937,106.5461
bogor,gunungsindur,28.897,99.573,31.2,72.997,Tree cover,0.638,0.372,38.491,2023,6,0,-6.3871,106.6872
tangerang,rajeg,50.204,85.531,31.43,8.659,Cropland,0.301,0.105,38.265,2024,1,0,-6.1163,106.5103
jakarta selatan,setiabudi,32.818,55.155,39.14,17.99,Built-up,0.281,0.133,37.91,2020,4,0,-6.2196,106.83
jakarta barat,cengkareng,56.221,113.573,39.42,5.286,Built-up,0.147,0.059,38.177,2024,1,1,-6.1515,106.7369
jakarta utara,pademangan,71.534,158.694,40.24,3.198,Built-up,0.153,0.104,38.225,2024,1,0,-6.1301,106.8381
Bireuen,jeunieb,80.436,179.681,26.46,402.042,Unknown,0.699,4.859,35.685,2023,1,1,5.0747,96.4798
Aceh Tenggara,lawesumur,45.717,65.382,25.38,894.787,Unknown,0.673,9.483,38.928,2023,8,1,3.4784,97.8848
bekasi,cibarusah,15.788,24.848,33.99,52.034,Cropland,0.552,0.394,26.261,2024,10,0,-6.434,107.1108
bekasi,cibarusah,64.395,133.913,34.71,52.034,Cropland,0.496,0.394,35.48,2020,11,0,-6.434,107.1108
Aceh Timur,rantaupeureulak,46.493,89.323,29.91,54.995,Unknown,0.61,0.836,38.559,2023,11,1,4.7677,97.7143
jakarta timur,pulogadung,14.392,34.843,34.93,10.47,Built-up,0.289,0.136,36.176,2024,6,0,-6.1932,106.889
jakarta pusat,cempakaputih,1.221,1.49,39.88,8.401,Built-up,0.24,0.095,30.196,2023,9,0,-6.1809,106.8681
bogor,rancabungur,42.196,71.778,29.35,144.929,Tree cover,0.731,0.575,38.372,2022,6,0,-6.5217,106.7137
Cilacap,sidareja,54.345,113.018,29.42,64.397,Tree Cover,0.694,1.306,38.624,2022,1,1,-7.4626,108.7982
bogor,kemang,66.984,128.263,32.2,143.048,Tree cover,0.654,0.625,40.063,2020,5,0,-6.5025,106.7345
bekasi,pebayuran,59.992,86.24,27.89,7.055,Cropland,0.336,0.061,35.956,2020,1,0,-6.1593,107.2485
Kota Medan,medanhelvetia,44.166,94.373,39.81,22.861,Built-Up,0.215,0.128,34.089,2023,10,1,3.6055,98.6324
tangerang selatan,ciputattimur,13.773,27.058,35.55,41.355,Built-up,0.424,0.245,38.98,2020,6,0,-6.2988,106.7556
bogor,sukaraja,93.161,168.014,34.85,276.337,Tree cover,0.479,1.706,38.22,2022,10,0,-6.5792,106.8408
Aceh Utara,samudera,41.772,58.614,30.010000000000005,6.994,Tree Cover,0.172,0.11,33.3,2022,10,1,5.1223,97.2268
kota bogor,tanahsareal,104.822,190.309,36.59,184.459,Built-up,0.364,0.639,37.591,2023,11,0,-6.5468,106.7855
tangerang,jambe,65.883,100.952,27.51,43.823,Tree cover,0.401,0.302,40.203,2020,2,0,-6.3238,106.4992
kota bekasi,jatisampurna,12.224,21.729,34.02,69.311,Built-up,0.529,0.278,39.037,2020,6,0,-6.3654,106.9249
Kutai Timur,muarabengkal,32.92,66.528,28.31,17.953,Unknown,0.732,0.129,37.871,2021,5,1,0.3511,116.7923
Padang Pariaman,batanganai,37.027,59.667,28.45,169.303,Unknown,0.75,3.195,31.943,2023,7,1,-0.7532,100.3155
Sigi,gumbasa,21.79,39.494,26.4,705.497,Unknown,0.803,8.73,35.641,2023,3,1,-1.2541,119.9807
bogor,ciseeng,37.761,47.355,32.26,99.044,Tree cover,0.645,0.396,41.182,2021,3,0,-6.4556,106.6785
bogor,jasinga,39.113,68.729,30.0,163.412,Tree cover,0.75,1.993,36.638,2024,10,0,-6.4806,106.4559
Serang,pamarayan,36.89,71.545,29.96,24.16,Tree Cover,0.573,0.228,38.14,2023,3,1,-6.2778,106.3018
Madiun,pilangkenceng,87.304,106.272,30.84,96.195,Unknown,0.613,0.47,40.61,2022,11,1,-7.4743,111.6623
bogor,babakanmadang,25.846,49.686,29.56,501.913,Tree cover,0.68,5.001,34.668,2021,8,0,-6.5917,106.902
Blitar,gandusari,50.339,121.477,28.83,675.052,Unknown,0.761,4.348,31.481,2020,1,1,-7.9942,112.3336
bogor,rumpin,33.008,82.844,29.51,152.23,Tree cover,0.757,1.981,37.468,2022,7,0,-6.4596,106.6311
Sukabumi,cisaat,37.817,71.929,29.25,618.22,Unknown,0.569,1.487,37.035,2021,6,1,-6.902,106.8898
tangerang,kemiri,7.15,22.457,34.49,5.064,Cropland,0.387,0.09,35.968,2024,10,0,-6.0878,106.4638
Karawang,tegalwaru,85.529,134.731,26.96,272.577,Tree Cover,0.566,4.904,40.412,2021,2,1,-6.522,107.243
Kepahiang,kepahiang,56.526,99.68,27.92,603.723,Tree Cover,0.786,3.165,33.881,2024,4,1,-3.6386,102.5658
Halmahera Timur,kotamaba,33.056,59.928,24.99,280.512,Unknown,0.522,4.61,30.057,2024,7,1,0.7006,128.1712
kota bekasi,jatisampurna,35.331,81.006,37.02,69.311,Built-up,0.512,0.278,40.708,2023,4,0,-6.3654,106.9249
