NAME_2,NAME_3,avg_rainfall,max_rainfall,avg_temperature,elevation,landcover_class,ndvi,slope,soil_moisture,year,month,banjir,lat,long
Lombok Utara,kayangan,51.496,100.561,25.97,539.962,Unknown,0.721,5.464,28.556,2020,2,1,-8.3081,116.311
tangerang,panongan,3.518,4.215,36.46,36.953,Tree cover,0.418,0.192,22.339,2023,9,0,-6.2789,106.5262
kota bekasi,bekasibarat,29.117,38.05,39.04,17.765,Built-up,0.299,0.161,37.918,2022,5,0,-6.2336,106.9628
tangerang,mekarbaru,24.07,57.813,30.22,4.93,Cropland,0.381,0.066,35.601,2024,6,0,-6.062,106.3871
Kota Medan,medansunggal,43.84,69.163,38.27,28.109,Built-Up,0.382,0.108,33.778,2024,8,1,3.5806,98.6271
tangerang,rajeg,1.984,2.517,35.22,8.659,Cropland,0.382,0.105,24.763,2023,9,0,-6.1163,106.5103
tangerang,kresek,2.874,8.81,36.7,11.706,Cropland,0.357,0.093,26.09,2023,10,0,-6.1444,106.4044
bekasi,muaragembong,27.877,42.829,30.44,1.597,Permanent water bodies,0.41,0.046,39.059,2020,3,1,-6.0033,107.0499
kota bogor,bogorselatan,42.052,75.074,31.98,368.391,Tree cover,0.575,1.807,34.666,2021,8,0,-6.6447,106.8135
jakarta timur,durensawit,30.907,41.067,36.9,16.888,Built-up,0.292,0.139,37.881,2022,5,0,-6.2325,106.9206
Grobogan,brati,49.697,119.086,29.64,81.973,Unknown,0.49,1.559,40.322,2024,3,1,-7.0229,110.8907
Ogan Komering Ulu Selatan,buaysandangaji,35.237,76.439,27.15,280.484,Tree Cover,0.797,1.409,36.729,2024,5,1,-4.5421,103.8761
Balangan,halong,57.516,92.469,28.87,329.83,Unknown,0.69,3.938,35.677,2022,11,1,-2.2262,115.7404
Kota Medan,medanselayang,37.032,47.698,37.48,34.843,Unknown,0.428,0.212,33.709,2022,8,1,3.5526,98.6339
Aceh Jaya,setiabakti,77.35,99.794,26.83,368.43,Unknown,0.609,3.806,38.064,2023,11,1,4.8045,95.6418
Bima,woha,68.737,110.247,27.21,189.472,Unknown,0.527,4.685,29.637,2024,12,1,-8.6042,118.6467
tangerang,solear,24.356,81.768,30.81,39.539,Tree cover,0.642,0.297,35.554,2023,6,0,-6.3069,106.4215
tangerang,kelapadua,18.352,36.994,34.76,27.206,Built-up,0.446,0.146,35.754,2021,8,0,-6.2426,106.6094
bogor,sukamakmur,42.029,85.636,29.14,641.209,Tree cover,0.618,5.807,37.956,2023,1,1,-6.5936,107.0201
bekasi,kedungwaringin,68.356,100.589,34.93,10.722,Cropland,0.332,0.076,38.839,2022,11,0,-6.2516,107.2483
kota tangerang,cipondoh,16.245,45.64,33.91,11.897,Built-up,0.32,0.115,34.437,2024,7,1,-6.1862,106.683
bekasi,cikarangbarat,45.47,63.631,30.15,29.644,Built-up,0.331,0.174,38.944,2024,2,0,-6.2973,107.0941
bekasi,sukatani,77.723,122.86,30.85,9.292,Cropland,0.271,0.08,39.649,2021,2,1,-6.1918,107.1559
jakarta timur,makasar,5.687,7.299,36.5,25.658,Built-up,0.374,0.16,33.773,2023,8,0,-6.2663,106.8911
jakarta barat,palmerah,7.63,18.23,40.11,10.559,Built-up,0.218,0.122,37.2,2023,12,0,-6.1917,106.7956
Minahasa Utara,kauditan,43.824,89.627,27.61,437.773,Tree Cover,0.798,6.873,27.793,2023,4,1,1.3908,125.0201
Bone Bolango,suwawa,24.871,65.521,25.59,473.232,Tree Cover,0.832,8.183,36.736,2024,7,1,0.5796,123.1809
depok,bojongsari,44.049,94.526,35.22,87.016,Built-up,0.541,0.265,40.68,2021,4,0,-6.3943,106.7378
Lamongan,karangbinangun,72.377,99.247,27.9,5.483,Cropland,0.31,0.032,42.416,2021,1,1,-7.0324,112.4607
bogor,sukajaya,99.031,182.665,25.44,847.126,Tree cover,0.676,5.604,38.099,2020,11,0,-6.6313,106.4705
tangerang,curug,52.878,110.104,28.74,30.753,Built-up,0.213,0.142,39.059,2023,2,0,-6.2426,106.5661
bekasi,tambelang,20.135,59.731,31.53,5.555,Cropland,0.411,0.072,35.215,2022,7,0,-6.167,107.1273
Sumbawa Barat,sekongkang,44.123,83.906,26.91,210.698,Unknown,0.714,5.401,30.969,2021,2,1,-9.0127,116.8723
Serang,kramatwatu,64.491,115.606,27.298,15.027,Cropland,0.312,0.574,37.348,2020,1,1,-6.0399,106.113
jakarta barat,kembangan,44.083,68.657,37.64,10.349,Built-up,0.321,0.126,38.427,2024,2,0,-6.1982,106.7418
Kerinci,danaukerinci,58.362,77.914,23.57,1271.297,Unknown,0.655,7.757,35.276,2021,3,1,-2.0322,101.5812
bekasi,cikarangtimur,69.443,145.34,29.23,15.164,Cropland,0.295,0.085,39.386,2020,2,1,-6.2885,107.209
tangerang,cisauk,78.455,119.291,32.94,51.37,Tree cover,0.622,0.313,42.223,2024,4,0,-6.3391,106.6302
Jepara,jepara,121.467,175.776,29.49,24.209,Unknown,0.493,0.585,42.2355,2021,2,1,-6.5773,110.6732
depok,cinere,41.256,61.113,38.75,54.274,Built-up,0.427,0.287,41.6,2020,3,0,-6.3315,106.7894
Aceh Tenggara,semadam,67.545,118.927,30.39,152.073,Unknown,0.535,2.278,38.415,2023,11,1,3.3881,97.8827
tangerang,sepatantimur,70.992,121.47,28.85,9.449,Built-up,0.224,0.066,38.758,2021,2,0,-6.1199,106.6084
jakarta utara,cilincing,15.712,49.528,37.53,3.19,Built-up,0.328,0.068,37.312,2021,4,0,-6.1243,106.9421
bekasi,babelan,33.49,50.882,33.78,3.768,Cropland,0.365,0.07,39.068,2020,3,0,-6.1257,107.0341
jakarta pusat,menteng,16.482,47.271,34.72,10.741,Built-up,0.334,0.099,36.736,2023,5,0,-6.1958,106.8353
Pasuruan,bangil,51.067,102.782,31.63,4.955,Unknown,0.503,0.196,30.397,2024,2,1,-7.5862,112.8102
Pohuwato,paguat,57.551,116.682,29.33,95.015,Tree Cover,0.68,3.177,37.662,2021,9,1,0.4973,122.0551
bekasi,cikarangtimur,38.64,62.01,31.04,15.164,Cropland,0.385,0.085,38.641,2024,1,1,-6.2885,107.209
jakarta barat,cengkareng,50.504,99.531,38.35,5.286,Built-up,0.195,0.059,37.199,2022,1,0,-6.1515,106.7369
kota bekasi,pondokmelati,40.181,75.773,36.51,38.409,Built-up,0.331,0.242,40.391,2020,12,0,-6.3095,106.9282
jakarta selatan,kebayoranlama,26.427,35.968,38.56,25.395,Built-up,0.265,0.143,38.181,2020,10,1,-6.2495,106.7801
Pulau Morotai,morotaijaya,17.351,40.943,26.1,324.133,Tree Cover,0.718,5.72,33.451,2020,1,1,2.5092,128.4815
jakarta selatan,tebet,21.59,67.578,41.21,17.948,Built-up,0.179,0.137,36.758,2022,9,0,-6.2289,106.8509
jakarta timur,ciracas,29.241,87.539,39.08,53.48,Built-up,0.363,0.263,38.923,2021,9,0,-6.3339,106.8784
Kota Solok,lubuksikarah,60.216,93.952,29.197000000000003,757.448,Unknown,0.551,5.064,33.545,2022,10,1,-0.795,100.6108
tangerang,sukadiri,58.992,135.31,28.47,4.864,Cropland,0.297,0.063,38.005,2023,2,0,-6.0699,106.559
bekasi,tambunutara,40.005,65.994,28.97,8.214,Built-up,0.353,0.091,38.207,2022,2,0,-6.1927,107.0611
Sigi,gumbasa,64.757,97.18,25.39,705.497,Unknown,0.85,8.73,36.896,2024,6,1,-1.2541,119.9807
kota bekasi,rawalumbu,44.458,73.79,37.97,27.96,Built-up,0.189,0.131,39.514,2024,12,0,-6.2812,106.9942
Bandung,cicalengka,60.115,92.777,26.6,897.439,Unknown,0.659,4.231,33.288,2021,3,1,-6.9866,107.8608
bekasi,babelan,35.305,69.175,36.55,3.768,Cropland,0.373,0.07,32.635,2023,11,0,-6.1257,107.0341
tangerang,cikupa,17.039,37.385,34.01,25.2,Built-up,0.455,0.147,34.215,2020,7,0,-6.218,106.5159
tangerang,curug,18.411,80.087,35.22,30.753,Built-up,0.467,0.142,32.685,2020,8,0,-6.2426,106.5661
tangerang,jayanti,45.194,72.299,32.96,18.626,Tree cover,0.475,0.144,38.085,2020,4,0,-6.2068,106.3983
kota tangerang,karawaci,19.32,54.212,36.6,16.788,Built-up,0.327,0.102,35.44,2022,7,0,-6.1812,106.618
tangerang selatan,serpong,15.616,29.44,33.75,42.596,Built-up,0.519,0.214,40.246,2024,5,0,-6.3113,106.6807
jakarta timur,makasar,15.358,41.86,37.46,25.658,Built-up,0.429,0.16,35.69,2024,9,0,-6.2663,106.8911
Kendal,weleri,61.318,121.995,32.08,39.363,Tree Cover,0.585,1.414,41.542,2024,3,1,-6.9825,110.0734
Deli Serdang,bangunpurba,33.481,41.869,29.79,108.297,Tree Cover,0.808,0.545,31.35,2022,8,1,3.371,98.8205
bogor,tamansari,67.523,102.704,29.39,715.585,Tree cover,0.622,6.987,37.605,2022,3,0,-6.6564,106.7458
Pasuruan,prigen,99.112,179.891,28.27,1007.139,Tree Cover,0.457,9.818,31.787,2021,2,1,-7.7077,112.6402
Barito Utara,lahei,53.612,86.717,27.0,101.278,Unknown,0.816,0.803,37.049,2023,4,1,-0.6013,115.1312
Luwu,walenrangutara,60.012,169.815,25.08,518.316,Tree Cover,0.632,7.283,34.581,2024,6,1,-2.7577,120.0946
jakarta pusat,senen,33.85,42.452,37.33,10.007,Built-up,0.21,0.092,38.655,2024,4,0,-6.1842,106.8459
Pamekasan,pamekasan,42.297,92.092,31.87,26.149,Unknown,0.603,0.402,38.708,2024,3,1,-7.1577,113.4737
Demak,sayung,104.812,149.293,30.57,3.094,Unknown,0.221,0.056,42.47,2021,2,1,-6.9244,110.5214
Bireuen,jeumpa,22.692,46.103,30.81,107.477,Unknown,0.709,2.161,37.028,2022,3,1,5.1491,96.6554
Aceh Timur,iditimur,61.217,96.825,28.58,24.062,Tree Cover,0.607,0.452,38.692857142857136,2023,12,1,4.9107,97.794
bogor,gunungsindur,45.753,87.217,32.81,72.997,Tree cover,0.617,0.372,41.853,2021,12,0,-6.3871,106.6872
kota tangerang,neglasari,31.143,52.686,36.82,11.542,Built-up,0.44,0.072,37.059,2022,3,0,-6.1429,106.6302
jakarta timur,jatinegara,48.782,89.114,41.96,18.159,Built-up,0.217,0.126,37.368,2022,1,0,-6.2273,106.8774
Banyumas,sumpiuh,116.76,202.671,27.53,167.954,Tree Cover,0.257,2.943,32.544,2022,10,1,-7.5957,109.3674
bogor,ciawi,67.646,123.944,28.4,925.94,Tree cover,0.648,6.501,38.256,2022,4,0,-6.7091,106.8937
Landak,jelimpo,68.703,106.047,28.25,85.367,Tree Cover,0.787,1.448,32.924,2024,5,1,0.3779,110.1007
kota bogor,bogortimur,75.001,138.296,35.96,322.856,Built-up,0.417,1.429,38.035,2020,11,0,-6.6207,106.8264
depok,limo,27.426,82.79,35.3,73.923,Built-up,0.459,0.284,39.909,2023,5,0,-6.3686,106.7808
depok,bojongsari,32.64,43.719,37.4,87.016,Built-up,0.521,0.265,41.203,2021,3,0,-6.3943,106.7378
bekasi,muaragembong,14.84,50.737,30.81,1.597,Permanent water bodies,0.45,0.046,36.638,2021,4,0,-6.0033,107.0499
Gresik,cerme,65.079,139.449,30.19,8.314,Unknown,0.452,0.117,38.272,2024,2,1,-7.2172,112.5558
bogor,ciampea,57.7,94.754,28.74,212.619,Tree cover,0.621,1.34,38.374,2023,3,0,-6.5742,106.698
Wonosobo,kaliwiro,49.741,79.087,24.36,503.047,Unknown,0.802,4.179,40.871,2022,6,1,-7.4733,109.8348
kota bogor,bogortengah,64.347,114.113,35.34,250.378,Built-up,0.378,0.88,35.01,2022,8,0,-6.5932,106.7986
Banyuwangi,pesanggaran,66.603,105.07,26.83,226.257,Unknown,0.773,5.416,30.868,2022,3,1,-8.5199,113.9721
Bandung Barat,padalarang,48.69,67.921,31.48,696.983,Tree Cover,0.619,2.396,38.915,2020,3,1,-6.8409,107.4746
Bone Bolango,suwawaselatan,37.538,69.515,27.24,261.103,Tree Cover,0.816,6.37,32.996,2024,10,1,0.4979,123.1758
Kuantan Singingi,kuantanmudik,45.716,70.012,25.76,126.403,Tree Cover,0.521,1.131,37.514,2023,3,1,-0.7798,101.6419
jakarta utara,penjaringan,18.887,35.587,34.24,3.083,Built-up,0.281,0.074,36.924,2021,5,0,-6.115,106.7639
bogor,ciseeng,75.577,126.089,27.06,99.044,Tree cover,0.528,0.396,41.504,2024,1,1,-6.4556,106.6785
bogor,cijeruk,133.52,211.485,30.87,717.352,Tree cover,0.514,7.732,38.983,2021,11,0,-6.686,106.7843
kota tangerang,karangtengah,32.793,59.385,38.17,13.076,Built-up,0.362,0.156,37.903,2020,5,0,-6.2101,106.7097
Malinau,malinauselatan,46.899,62.401,25.13,436.134,Tree Cover,0.787,4.369,37.672,2022,8,1,3.014,116.3687
Kapuas Hulu,silathulu,30.009,58.86,26.38,196.767,Tree Cover,0.78,3.472,36.989,2021,7,1,0.2049,112.2244
bekasi,babelan,23.622,38.249,31.17,3.768,Cropland,0.321,0.07,38.581,2021,3,0,-6.1257,107.0341
kota tangerang,jatiuwung,36.118,63.467,39.79,20.101,Built-up,0.281,0.172,37.059,2022,3,0,-6.198,106.5753
depok,beji,16.552,77.027,37.49,78.676,Built-up,0.41,0.279,35.429,2020,8,0,-6.3731,106.819
Rokan Hilir,simpangkanan,39.432,59.664,29.01,21.35,Unknown,0.642,0.248,34.244,2024,1,1,1.8751,100.382
bekasi,karangbahagia,20.714,43.495,32.39,10.334,Cropland,0.503,0.08,35.544,2021,6,0,-6.2172,107.197
Cilacap,bantarsari,44.021,65.571,27.0,70.393,Unknown,0.729,1.59,37.714,2022,6,1,-7.5379,108.9102
Serdang Bedagai,bintangbayu,26.597,34.392,28.23,98.641,Unknown,0.698,0.503,30.95,2024,12,1,3.2967,98.9273
Bandung,paseh,58.423,109.405,28.53,914.925,Unknown,0.642,4.702,32.021,2023,3,1,-7.0688,107.7955
bogor,klapanunggal,49.001,96.027,32.16,203.856,Tree cover,0.686,3.061,40.209,2020,5,1,-6.483,106.9553
bekasi,sukawangi,39.486,69.153,28.97,3.12,Cropland,0.305,0.044,38.207,2022,2,0,-6.1187,107.091
bogor,tanjungsari,63.548,89.19,31.62,362.528,Tree cover,0.576,5.549,33.853,2020,10,0,-6.6115,107.1406
Cirebon,plered,66.603,83.589,30.73,9.531,Cropland,0.342,0.161,39.343,2021,1,1,-6.6819,108.505
jakarta timur,pulogadung,78.86,126.34,38.11,10.47,Built-up,0.159,0.136,38.721,2021,2,0,-6.1932,106.889
jakarta pusat,joharbaru,7.993,25.758,36.85,8.969,Built-up,0.212,0.076,35.31,2023,7,0,-6.1821,106.8546
Pulang Pisau,kahayantengah,38.196,60.232,28.56,32.374,Tree Cover,0.742,0.193,35.282,2021,4,1,-2.0105,113.9779
kota bekasi,medansatria,30.829,84.164,40.37,10.53,Built-up,0.224,0.136,36.736,2021,10,1,-6.1989,106.9836
Luwu,belopautara,64.489,130.333,28.74,13.826,Cropland,0.521,0.289,32.243,2024,5,1,-3.3589,120.3748
Bandung,rancaekek,62.252,88.565,30.18,668.961,Cropland,0.597,0.165,34.126,2020,3,1,-6.9801,107.7669
depok,cimanggis,44.133,69.846,36.24,74.634,Built-up,0.328,0.278,40.568,2022,1,0,-6.3677,106.8694
kota bekasi,bekasibarat,36.433,95.786,38.96,17.765,Built-up,0.195,0.161,37.412,2023,1,1,-6.2336,106.9628
bekasi,tambunutara,37.215,56.436,36.45,8.214,Built-up,0.473,0.091,39.071,2020,3,0,-6.1927,107.0611
Klaten,karangdowo,50.359,110.963,31.71,99.74,Unknown,0.582,0.114,41.701,2022,12,1,-7.7065,110.745
jakarta utara,penjaringan,41.093,56.501,35.53,3.083,Built-up,0.215,0.074,38.481,2024,11,0,-6.115,106.7639
Wajo,tempe,51.454,121.364,27.38,22.414,Tree Cover,0.52,0.631,27.768,2021,8,1,-4.135,120.0434
bogor,jasinga,64.407,101.367,28.36,163.412,Tree cover,0.562,1.993,38.442,2024,1,0,-6.4806,106.4559
Manggarai,reok,46.56,186.034,27.72,331.324,Unknown,0.868,4.696,29.522,2021,4,1,-8.3508,120.381
Bandung,dayeuhkolot,28.853,53.568,36.77,668.262,Unknown,0.342,0.279,32.169,2023,12,1,-6.9728,107.6131
jakarta utara,pademangan,12.484,35.346,33.14,3.198,Built-up,0.328,0.104,34.955,2024,7,0,-6.1301,106.8381
kota tangerang,neglasari,21.583,49.342,36.54,11.542,Built-up,0.386,0.072,34.281,2020,9,0,-6.1429,106.6302
Karawang,rengasdengklok,75.536,152.826,33.33,7.761,Unknown,0.326,0.079,39.205,2020,2,1,-6.1762,107.3016
bekasi,tambunselatan,39.353,105.254,39.89,20.065,Built-up,0.308,0.152,31.529,2021,10,0,-6.2571,107.0543
tangerang,kosambi,7.696,13.894,34.82,3.034,Built-up,0.292,0.058,33.937,2024,8,0,-6.0809,106.685
jakarta selatan,mampangprapatan,78.918,125.259,36.65,21.604,Built-up,0.205,0.146,40.037,2021,2,1,-6.2523,106.821
Lebak,sajira,58.517,99.247,27.1,132.172,Tree Cover,0.575,1.334,38.796,2020,1,1,-6.475,106.3369
bekasi,cabangbungin,18.538,32.954,33.02,3.757,Cropland,0.403,0.053,31.611,2021,8,0,-6.0781,107.1363
Pasuruan,kraton,60.336,107.125,34.81,20.989,Unknown,0.523,0.294,30.882,2020,12,1,-7.6442,112.852
Enrekang,enrekang,31.993,95.361,27.09,392.685,Unknown,0.701,7.647,36.553,2024,5,1,-3.5089,119.778
Bandung,bojongsoang,36.804,62.756,31.19,664.544,Unknown,0.48,0.093,33.758,2021,3,1,-6.9837,107.6646
Lebak,kalanganyar,31.759,69.648,31.1,40.914,Tree Cover,0.531,0.438,37.338,2023,1,1,-6.3853,106.2332
tangerang,sindangjaya,35.293,76.963,32.29,17.038,Tree cover,0.51,0.132,34.765,2022,8,0,-6.1689,106.4989
Mandailing Natal,muarasipongi,36.387,61.306,23.6,984.777,Tree Cover,0.786,7.084,37.326,2024,9,1,0.6135,99.8811
tangerang,cisoka,38.915,56.768,32.0,26.713,Tree cover,0.616,0.26,37.243,2022,4,0,-6.2598,106.4167
Bengkayang,sanggauledo,56.781,109.129,29.98,27.684,Tree Cover,0.72,0.298,26.565,2024,11,1,1.1441,109.6154
jakarta utara,cilincing,22.416,37.184,38.18,3.19,Built-up,0.227,0.068,38.017,2021,3,0,-6.1243,106.9421
Kapuas,kapuastengah,77.085,123.855,26.64,90.727,Unknown,0.659,0.641,21.532,2023,3,1,-1.1873,114.3766
Ende,wolojita,27.009,134.353,24.67,612.321,Tree Cover,0.794,10.432,31.639,2021,4,1,-8.8171,121.8371
jakarta timur,matraman,58.546,111.919,39.84,12.702,Built-up,0.177,0.132,38.225,2024,1,0,-6.2036,106.8645
kota bekasi,jatisampurna,63.251,125.916,38.69,69.311,Built-up,0.238,0.278,41.09,2023,2,0,-6.3654,106.9249
kota bekasi,bekasitimur,76.708,155.013,37.82,19.269,Built-up,0.161,0.113,39.277,2020,2,1,-6.2421,107.0191
Kota Medan,medanjohor,46.1,93.792,41.91,42.119,Unknown,0.279,0.225,34.514,2024,11,1,3.5292,98.6696
depok,pancoranmas,20.455,35.261,36.07,89.403,Built-up,0.432,0.285,38.326,2021,8,0,-6.3984,106.7998
Tanggamus,semaka,75.016,125.645,26.86,275.773,Unknown,0.698,5.769,38.915,2020,1,1,-5.4899,104.4655
Pidie,glumpangbaro,39.345,57.94,29.12,13.313,Unknown,0.631,0.189,31.792600000000004,2021,1,1,5.28,96.0305
Polewali Mandar,matangnga,38.76,85.075,25.79,552.706,Unknown,0.879,5.892,35.909,2023,5,1,-3.1895,119.2254
Maluku Tengah,amahai,222.6,325.965,24.82,458.263,Unknown,0.612,5.341,39.033,2022,7,1,-3.2188,129.1541
kota bekasi,bekasiutara,18.689,51.301,36.54,13.259,Built-up,0.337,0.12,35.365,2022,7,0,-6.2074,107.0064
Poso,pamonabarat,40.105,55.717,25.15,897.822,Unknown,0.715,6.997,30.446,2021,11,1,-1.9318,120.5167
jakarta timur,ciracas,26.014,36.92,41.56,53.48,Built-up,0.352,0.263,41.041,2021,3,0,-6.3339,106.8784
Lamandau,bulik,58.048,86.852,27.27,53.476,Tree Cover,0.652,0.675,29.668,2024,5,1,-2.1143,111.4239
tangerang,tigaraksa,9.695,13.138,32.8,29.506,Tree cover,0.534,0.225,27.853,2023,8,0,-6.2657,106.4673
jakarta utara,cilincing,32.514,45.195,36.36,3.19,Built-up,0.336,0.068,38.655,2024,4,0,-6.1243,106.9421
Tapin,tapintengah,62.203,98.198,29.2,6.87,Unknown,0.658,0.035,33.301,2024,1,1,-2.99,114.9928
tangerang selatan,setu,17.955,33.458,33.54,54.164,Tree cover,0.548,0.359,37.024,2021,8,0,-6.3637,107.0373
Sukabumi,cireunghas,31.059,68.686,29.86,701.406,Tree Cover,0.763,4.11,36.894,2023,12,1,-6.9368,107.0241
Pati,juwana,41.284,116.23,29.94,4.573,Unknown,0.37,0.081,37.297,2024,3,1,-6.7045,111.1438
Pandeglang,sindangresmi,126.379,240.664,18.57,30.933,Tree Cover,0.492,0.447,38.868,2024,12,1,-6.5436,105.919
bekasi,setu,39.181,78.133,28.52,51.932,Tree cover,0.422,0.202,38.783,2022,12,0,-6.3637,107.0373
tangerang,mauk,22.145,59.127,29.64,3.228,Cropland,0.413,0.07,35.935,2024,6,0,-6.058,106.5207
Kota Bima,raba,11.394,36.4,36.52,273.131,Unknown,0.472,3.557,18.204,2023,11,1,-8.4575,118.8035
bogor,parungpanjang,26.568,43.342,32.87,65.388,Tree cover,0.636,0.569,38.928,2024,10,0,-6.3768,106.5551
bekasi,sukatani,47.869,89.013,31.13,9.292,Cropland,0.338,0.08,38.402,2024,1,1,-6.1918,107.1559
Balangan,juai,54.714,81.892,29.875714285714285,58.767,Unknown,0.546,0.516,32.76,2023,2,1,-2.2746,115.6043
bekasi,cibitung,8.204,22.026,34.03,14.027,Cropland,0.451,0.106,34.313,2024,5,0,-6.2357,107.1004
Kota Tasikmalaya,kawalu,11.254,33.613,26.25,325.465,Unknown,0.723,1.547,24.979,2023,7,1,-7.4021,108.202
Kapuas Hulu,embalohhilir,91.889,131.907,26.17,47.462,Tree Cover,0.596,0.239,37.719,2022,10,1,0.9236,112.6261
bogor,ciseeng,54.491,112.225,31.98,99.044,Tree cover,0.657,0.396,40.654,2021,4,0,-6.4556,106.6785
Lebak,rangkasbitung,39.871,76.144,31.56,43.009,Unknown,0.688,0.461,37.479,2021,4,1,-6.3568,106.2835
Agam,lubukbasung,59.997,148.232,29.82,149.687,Tree Cover,0.755,2.184,31.661,2024,3,1,-0.2928,100.0092
Aceh Jaya,setiabakti,50.857,112.147,26.38,368.43,Unknown,0.788,3.806,37.279,2021,8,1,4.8045,95.6418
Ponorogo,sukorejo,54.144,79.982,32.09,106.663,Unknown,0.732,0.321,37.702,2021,11,1,-7.8254,111.4227
Banjar,martapuratimur,49.764,85.63,29.89,7.48,Unknown,0.504,0.065,31.731,2022,11,1,-3.359,114.8688
Kota Bandung,sumurbandung,39.86,64.759,33.05,712.571,Built-Up,0.243,0.854,33.887,2024,1,1,-6.9149,107.6153
bogor,cijeruk,87.165,154.195,29.28,717.352,Tree cover,0.565,7.732,38.036,2020,11,0,-6.686,106.7843
bekasi,cikarangtimur,8.669,34.074,33.61,15.164,Cropland,0.53,0.085,26.012,2020,8,0,-6.2885,107.209
Ketapang,simpanghulu,75.739,130.915,28.68,69.196,Unknown,0.582,1.101,32.95,2022,10,1,-0.546,110.2374
bogor,kemang,35.418,104.753,30.09,143.048,Tree cover,0.621,0.625,35.275,2024,7,0,-6.5025,106.7345
Deli Serdang,tanjungmorawa,50.595,93.298,31.38,26.548,Unknown,0.533,0.255,37.631,2023,11,1,3.5319,98.8065
jakarta selatan,kebayoranbaru,40.501,59.349,38.76,22.272,Built-up,0.182,0.16,38.637,2024,12,0,-6.2447,106.8014
Jombang,mojoagung,61.416,86.346,30.11,102.88,Unknown,0.688,1.352,31.234,2022,3,1,-7.5897,112.3611
bekasi,cikarangselatan,18.966,61.36,33.63,41.443,Built-up,0.473,0.306,32.405,2023,6,0,-6.3385,107.1279
jakarta barat,kalideres,27.242,64.452,37.7,5.258,Built-up,0.216,0.071,38.395,2021,12,0,-6.1346,106.7039
jakarta timur,cipayung,30.808,55.524,35.57,48.413,Built-up,0.515,0.257,40.171,2021,5,0,-6.3253,106.9036
jakarta selatan,kebayoranbaru,39.127,75.106,39.0,22.272,Built-up,0.25,0.16,39.3,2021,11,1,-6.2447,106.8014
Aceh Timur,julok,47.947,72.031,27.66,27.334,Unknown,0.464,0.476,39.209,2022,10,1,5.0373,97.601
tangerang selatan,ciputat,41.242,74.295,38.63,44.431,Built-up,0.362,0.212,40.826,2022,2,0,-6.3082,106.7277
jakarta barat,cengkareng,30.954,48.569,39.88,5.286,Built-up,0.208,0.059,37.724,2022,10,0,-6.1515,106.7369
bogor,tenjo,48.552,96.899,29.41,60.385,Tree cover,0.462,0.368,38.683,2021,1,0,-6.3723,106.4794
Cilacap,kawunganten,131.426,163.066,29.6,27.264,Unknown,0.612,0.609,38.046,2024,11,1,-7.6023,108.9396
bogor,tamansari,81.334,151.667,29.69,715.585,Tree cover,0.672,6.987,38.35,2022,5,0,-6.6564,106.7458
Pasaman,panti,75.273,99.463,25.44,604.427,Unknown,0.731,6.939,39.087,2023,12,1,0.3527,100.0935
kota tangerang,benda,35.344,89.88,38.52,8.372,Built-up,0.267,0.098,37.087,2023,1,0,-6.13,106.6657
tangerang,sepatantimur,33.734,87.231,35.41,9.449,Built-up,0.327,0.066,37.087,2023,1,0,-6.1199,106.6084
tangerang,panongan,41.336,54.979,36.75,36.953,Tree cover,0.486,0.192,38.229,2020,10,0,-6.2789,106.5262
bogor,ciawi,68.898,116.678,27.47,925.94,Tree cover,0.709,6.501,38.637,2024,3,0,-6.7091,106.8937
Jeneponto,binamu,25.514,46.403,32.04,22.186,Unknown,0.576,0.493,27.802,2021,7,1,-5.6728,119.7335
Minahasa,pineleng,89.452,139.585,26.21,435.426,Tree Cover,0.604,6.647,30.659,2021,1,1,1.4071,124.7872
jakarta timur,kramatjati,44.57,102.643,39.73,30.295,Built-up,0.27,0.152,40.243,2020,11,0,-6.2763,106.8654
bogor,parung,69.557,127.561,29.44,104.116,Tree cover,0.47,0.338,40.893,2020,1,0,-6.4349,106.7128
tangerang selatan,ciputat,12.903,26.217,35.11,44.431,Built-up,0.437,0.212,40.216,2024,5,0,-6.3082,106.7277
jakarta pusat,sawahbesar,43.458,67.032,37.65,7.059,Built-up,0.19,0.09,38.454,2024,2,0,-6.1539,106.8332
Demak,guntur,87.617,137.848,30.9,7.617,Unknown,0.472,0.065,42.427,2021,2,1,-6.9805,110.6029
Aceh Utara,langkahan,20.387,38.879,28.64,70.801,Tree Cover,0.713,1.152,36.213,2023,2,1,4.8834,97.4394
tangerang,jayanti,30.561,76.476,33.96,18.626,Tree cover,0.525,0.144,37.274,2021,4,0,-6.2068,106.3983
Sekadau,sekadauhulu,70.571,100.291,27.7,69.667,Unknown,0.601,0.964,31.462,2020,1,1,-0.155,110.9306
Kota Medan,medanbaru,27.734,43.473,40.88,29.349,Unknown,0.362,0.133,32.653,2022,2,1,3.5675,98.6587
kota bogor,bogortimur,24.761,65.78,33.2,322.856,Built-up,0.525,1.429,36.037,2020,6,0,-6.6207,106.8264
Gresik,benjeng,50.73,81.056,29.85,14.727,Unknown,0.471,0.094,40.838,2022,2,1,-7.2426,112.4899
bekasi,cibarusah,49.473,66.776,30.57,52.034,Cropland,0.661,0.394,38.949,2024,2,0,-6.434,107.1108
Pati,tayu,51.2,157.856,32.55,19.475,Unknown,0.56,0.468,41.448,2022,12,1,-6.5419,111.0405
